origin_id,destination_id,origin_adress,destination_adress,distance,duration,duration_in_traffic
18,17,Münzgrabenstraße 42; 8010 Graz; Austria,Brockmanngasse 36; 8010 Graz; Austria,93,17,17
18,19,Münzgrabenstraße 42; 8010 Graz; Austria,Graz Neue Technik; 8010 Graz; Austria,36,8,8
19,18,Graz Neue Technik; 8010 Graz; Austria,Münzgrabenstraße 42; 8010 Graz; Austria,36,6,6
19,11,Graz Neue Technik; 8010 Graz; Austria,Steyrergasse 1; 8010 Graz; Austria,328,53,55
19,20,Graz Neue Technik; 8010 Graz; Austria,Kastellfeldgasse 34; 8010 Graz; Austria,184,29,30
20,19,Kastellfeldgasse 34; 8010 Graz; Austria,Graz Neue Technik; 8010 Graz; Austria,184,35,36
20,21,Kastellfeldgasse 34; 8010 Graz; Austria,Brockmanngasse 46; 8010 Graz; Austria,100,22,22
20,23,Kastellfeldgasse 34; 8010 Graz; Austria,Steyrergasse 73; 8010 Graz; Austria,172,21,21
21,15,Brockmanngasse 46; 8010 Graz; Austria,Schießstattgasse 4a; 8010 Graz; Austria,191,40,40
21,17,Brockmanngasse 46; 8010 Graz; Austria,Brockmanngasse 36; 8010 Graz; Austria,138,36,35
21,20,Brockmanngasse 46; 8010 Graz; Austria,Kastellfeldgasse 34; 8010 Graz; Austria,100,19,19
21,22,Brockmanngasse 46; 8010 Graz; Austria,Klosterwiesgasse 51; 8010 Graz; Austria,173,46,59
22,21,Klosterwiesgasse 51; 8010 Graz; Austria,Brockmanngasse 46; 8010 Graz; Austria,732,148,142
22,24,Klosterwiesgasse 51; 8010 Graz; Austria,Brockmanngasse 70; 8010 Graz; Austria,466,90,83
22,29,Klosterwiesgasse 51; 8010 Graz; Austria,Klosterwiesgasse 32; 8010 Graz; Austria,200,36,31
23,20,Steyrergasse 73; 8010 Graz; Austria,Kastellfeldgasse 34; 8010 Graz; Austria,172,21,21
23,22,Steyrergasse 73; 8010 Graz; Austria,Klosterwiesgasse 51; 8010 Graz; Austria,108,23,24
23,25,Steyrergasse 73; 8010 Graz; Austria,Steyrergasse 90; 8010 Graz; Austria,101,14,13
25,23,Steyrergasse 90; 8010 Graz; Austria,Steyrergasse 73; 8010 Graz; Austria,101,15,15
25,26,Steyrergasse 90; 8010 Graz; Austria,Steyrergasse; 8010 Graz; Austria,108,29,28
24,22,Brockmanngasse 70; 8010 Graz; Austria,Klosterwiesgasse 51; 8010 Graz; Austria,99,32,36
24,25,Brockmanngasse 70; 8010 Graz; Austria,Steyrergasse 90; 8010 Graz; Austria,105,22,22
24,27,Brockmanngasse 70; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,323,75,75
26,27,Steyrergasse; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,110,20,26
26,25,Steyrergasse; 8010 Graz; Austria,Steyrergasse 90; 8010 Graz; Austria,508,135,140
27,26,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,Steyrergasse; 8010 Graz; Austria,110,22,20
27,30,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 6; 8010 Graz; Austria,190,36,45
28,24,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,Brockmanngasse 70; 8010 Graz; Austria,173,30,28
28,2,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,Grazbachgasse 34; 8010 Graz; Austria,142,39,38
29,28,Klosterwiesgasse 32; 8010 Graz; Austria,Maygasse 15 / Ecke; Schießstattgasse; 8010 Graz; Austria,90,18,18
29,3,Klosterwiesgasse 32; 8010 Graz; Austria,Grazbachgasse 33; 8010 Graz; Austria,146,33,32
30,1,Conrad-von-Hötzendorf-Straße 6; 8010 Graz; Austria,Grazbachgasse 40; 8010 Graz; Austria,82,22,24
30,27,Conrad-von-Hötzendorf-Straße 6; 8010 Graz; Austria,Conrad-von-Hötzendorf-Straße 23; 8010 Graz; Austria,190,31,31
